CustomerID;i;big;big_index;small;small_index;Tnm1;Tnm1f;Tn;Tnf;Tnp1;Tnp1f;Rnm1;Rnm1f;Rn;Rnf;Rnp1;Rnp1f;ErTnm1;ErTn;ErTnp1;ErRnm1;ErRn;ErRnp1;RelErTnm1;RelErTn;RelErTnp1;RelErRnm1;RelErRn;RelErRnp1;ScoreNm1;ScoreN;AvgScore;y_fut;y_real;Score_next
15311;20;1;11;0;0;23.09.2011 11:22;21.09.2011 11:21;27.09.2011 12:17;27.09.2011 11:21;03.10.2011 13:31;02.10.2011 11:21;157,14;1063,756613;626,52;985,1203062;607,33;986,6014724;0;0;-1;309,1666132;358,6003062;379,2714724;0;0;-0,166666667;0,409714697;0,57236849;0,624489935;0,04097147;0,057236849;0,049104159;True;True;0,22911566
17700;22;1;12;0;0;10.05.2011 13:00;10.05.2011 11:37;06.09.2011 9:34;19.08.2011 11:37;0;28.10.2011 11:37;522,96;482,5336047;556,26;487,91211;0;481,8225449;0;-17;0;-40,42639534;-68,34788997;0;0;-0,144067797;0;-0,077303035;-0,122870402;0;0,007730304;0,156354837;0,08204257;False;False;False
14911;23;1;13;0;0;27.09.2011 11:10;17.09.2011 11:41;28.09.2011 12:20;07.10.2011 11:41;30.09.2011 10:20;04.10.2011 11:41;776,3;2867,43449;2350,39;2724,064958;388,46;2996,772009;-2;12;5;-4717,97551;-1558,765042;2608,312009;-0,333333333;2;1,25;-0,62198029;-0,363956786;6,714493151;0,395531362;2,036395679;1,21596352;True;True;1,921449315
15998;24;1;14;0;0;21.06.2011 10:48;20.06.2011 11:45;13.09.2011 15:37;26.07.2011 11:45;0;16.10.2011 11:45;329,84;575,4503752;398,7;560,2082506;0;545,7808306;0;-49;0;245,6103752;161,5082506;0;0;-0,576470588;0;0,744634899;0,40508716;0;0,07446349;0,616979304;0,345721397;True;False;False
12931;25;1;15;0;0;11.08.2011 15:58;27.11.2011 11:46;30.08.2011 11:54;08.09.2011 11:46;03.10.2011 13:53;31.08.2011 11:46;9349,72;2371,722436;214,8;2587,891956;1909,36;3399,024268;108;9;-33;-6977,997564;2373,091956;1489,664268;15,42857143;0,473684211;-0,970588235;-0,74633225;11,04791414;0,780190361;15,50320465;1,578475624;8,540840139;True;True;1,048607271
14871;28;1;16;0;0;29.03.2011 13:22;29.03.2011 11:57;14.06.2011 13:04;14.06.2011 11:57;0;01.09.2011 11:57;108,2;140,3195543;106,15;136,3569675;0;132,1798227;0;0;0;32,11955428;30,20696752;0;0;0;0;0,296853552;0,2845687;0;0,029685355;0,02845687;0,029071113;True;False;False
13394;29;1;17;0;0;16.08.2011 9:25;15.08.2011 11:58;22.09.2011 16:20;19.09.2011 11:58;17.10.2011 10:17;25.10.2011 11:58;306,86;351,8011138;302,74;352,6052845;371,73;346,3050606;0;-3;9;44,94111384;49,86528446;-25,42493935;0;-0,078947368;0,375;0,14645478;0,164713234;-0,068396254;0,014645478;0,095418692;0,055032085;True;True;0,381839625
16011;30;1;18;0;0;01.09.2011 10:28;16.09.2011 12:02;08.09.2011 15:41;27.09.2011 12:02;29.09.2011 9:55;18.09.2011 12:02;299,25;182,3487063;170,88;181,8835938;271,88;194,4107791;16;19;-10;-116,9012937;11,00359381;-77,46922094;0,842105263;2,375;-0,5;-0,390647598;0,06439369;-0,284939021;0,881170023;2,381439369;1,631304696;True;True;0,528493902
16393;31;1;19;0;0;20.07.2011 11:54;02.09.2011 12:13;06.09.2011 12:56;19.08.2011 12:13;18.10.2011 12:43;12.12.2011 12:13;153,34;207,4296597;258,64;208,8910962;352,41;214,8062454;45;-18;55;54,08965973;-49,74890379;-137,6037546;3,461538462;-0,367346939;1,30952381;0,352743314;-0,192348066;-0,390464954;3,496812793;0,386581745;1,941697269;False;True;1,348570305
14040;32;1;20;0;0;14.08.2011 12:03;14.08.2011 12:14;06.09.2011 14:29;06.09.2011 12:14;09.10.2011 13:58;15.09.2011 12:14;374,95;398,8245712;262,4;396,895346;684,81;409,8454341;1;0;-24;23,87457117;134,495346;-274,9645659;0,058823529;0;-0,727272727;0,063674013;0,512558483;-0,401519496;0,065190931;0,051255848;0,05822339;True;True;0,767424677
12913;33;1;21;0;0;11.02.2011 13:54;06.01.2011 12:18;02.03.2011 10:49;22.03.2011 12:18;0;15.03.2011 12:18;313,8;474,3535678;134,97;451,1302771;0;421,8742189;-36;21;0;160,5535678;316,1602771;0;-0,537313433;1,166666667;0;0,511642982;2,342448523;0;0,588477731;1,400911519;0,994694625;True;False;False
15061;34;1;22;0;0;04.08.2011 10:45;03.08.2011 12:18;27.09.2011 13:56;13.08.2011 12:18;06.10.2011 9:35;06.12.2011 12:18;913,3;2132,407496;3992,76;2180,523247;633;2234,443238;0;-45;62;1219,107496;-1812,236753;1601,443238;0;-0,818181818;7,75;1,334837946;-0,453880712;2,529926127;0,133483795;0,863569889;0,498526842;False;True;8,002992613
14341;35;1;23;0;0;31.07.2011 10:48;07.05.2011 12:20;01.08.2011 14:05;29.07.2011 12:20;25.10.2011 15:47;25.09.2011 12:20;115,08;326,5223907;321,29;335,2500548;1027,46;343,8714135;-1;-1;-30;-40,99760931;-101,1199452;-683,5885865;-0,009708738;-0,012048193;-0,344827586;-0,11155205;-0,231729828;-0,665318929;0,020863943;0,035221176;0,028042559;True;True;0,411359479
14156;37;1;24;0;0;06.09.2011 12:38;13.08.2011 12:30;07.09.2011 16:00;20.08.2011 12:30;30.09.2011 7:36;30.09.2011 12:30;4234,19;4273,650083;504,35;4339,67229;5867,08;4270,126447;-2;-14;1;2227,540083;-9371,76771;-1596,953553;-0,4;-0,736842105;0,038461538;1,088670737;-0,683499888;-0,272188815;0,508867074;0,805192094;0,657029584;True;True;0,06568042
13599;38;1;25;0;0;06.07.2011 12:18;05.07.2011 12:30;16.09.2011 9:24;11.08.2011 12:30;0;28.11.2011 12:30;308,18;507,8985467;520,04;501,1906935;0;500,3306163;0;-35;0;199,7185467;-18,84930654;0;0;-0,486111111;0;0,648058105;-0,036245878;0;0,06480581;0,489735699;0,277270755;False;False;False
17063;39;1;26;0;0;23.02.2011 13:44;19.02.2011 12:36;29.06.2011 13:58;15.06.2011 12:36;13.10.2011 12:06;03.09.2011 12:36;319,37;363,4904078;352,5;356,1166659;423,1;354,9597119;-4;-14;-39;44,12040778;3,616665895;-68,14028813;-0,033898305;-0,111111111;-0,371428571;0,138148254;0,010260045;-0,161050078;0,04771313;0,112137116;0,079925123;True;True;0,387533579
15719;40;1;27;0;0;05.08.2011 12:27;05.08.2011 12:47;01.09.2011 12:41;31.08.2011 12:47;07.10.2011 12:18;19.10.2011 12:47;342,53;311,5129458;515,17;314,2893768;354,16;311,1825178;1;0;13;-31,01705415;-200,8806232;-42,97748221;0,034482759;0;0,361111111;-0,09055281;-0,389930748;-0,121350469;0,04353804;0,038993075;0,041265557;True;True;0,373246158
12490;41;1;28;0;0;31.08.2011 12:33;30.08.2011 12:52;07.09.2011 13:22;05.10.2011 12:52;0;24.11.2011 12:52;424,06;429,9606333;1035,82;428,6652395;0;469,3734177;0;28;0;5,900633318;-607,1547605;0;0;3,5;0;0,013914619;-0,586158561;0;0,001391462;3,558615856;1,780003659;False;False;False
15793;42;1;29;0;0;26.11.2010 10:36;25.11.2010 12:54;16.03.2011 10:45;14.03.2011 12:54;0;21.08.2011 12:54;315,66;281,5104374;306,64;285,9308085;0;290,8544056;0;-1;0;-34,14956264;-20,70919148;0;0;-0,009090909;0;-0,108184637;-0,067535845;0;0,010818464;0,015844494;0,013331479;True;False;False
17742;47;1;30;0;0;11.01.2011 10:04;04.01.2011 13:16;18.08.2011 15:28;17.04.2011 13:16;0;01.09.2011 13:16;302,57;195,7812585;52,54;204,3224335;0;188,1929263;-6;-123;0;-106,7887415;151,7824335;0;-0,063157895;-0,559090909;0;-0,352938961;2,88889291;0;0,098451791;0,8479802;0,473215995;True;False;False
15967;50;1;31;0;0;25.11.2010 13:42;25.11.2010 13:29;25.01.2011 11:57;24.01.2011 13:29;0;14.02.2011 13:29;246,9;286,9516262;161,9;286,0708663;0;271,2818764;0;0;0;40,05162616;124,1708663;0;0;0;0;0,162218008;0,766960261;0;0,016221801;0,076696026;0,046458913;True;False;False
17611;51;1;32;0;0;08.08.2011 10:51;07.08.2011 13:29;28.09.2011 12:20;25.09.2011 13:29;0;16.10.2011 13:29;301,6;351,068283;292,47;363,2373648;0;345,9451374;0;-2;0;49,46828297;70,76736482;0;0;-0,039215686;0;0,164019506;0,241964526;0;0,016401951;0,063412139;0,039907045;True;False;False
15051;52;1;33;0;0;25.11.2010 16:46;25.11.2010 13:29;12.07.2011 15:29;03.04.2011 13:29;21.10.2011 14:01;06.10.2011 13:29;422,78;422,663918;377,74;428,1831236;759,94;413,1510539;0;-100;-15;-0,116082019;50,44312356;-346,7889461;0;-0,436681223;-0,148514851;-0,000274568;0,133539269;-0,456337271;2,75E-05;0,45003515;0,225031303;True;True;0,194148579
13097;53;1;34;0;0;09.08.2011 12:07;23.08.2011 13:31;23.09.2011 12:58;16.09.2011 13:31;0;12.11.2011 13:31;636,75;604,361237;835,57;606,5501919;0;603,4672867;15;-6;0;-32,38876295;-229,0198081;0;0,294117647;-0,133333333;0;-0,050865745;-0,274088117;0;0,299204222;0,160742145;0,229973183;False;False;False
13590;54;1;35;0;0;24.05.2011 9:56;23.05.2011 13:37;12.07.2011 10:46;25.06.2011 13:37;19.10.2011 12:16;31.07.2011 13:37;301,55;380,4682776;204,35;375,5344467;552,4;376,3486167;0;-16;-79;78,91827759;171,1844467;-176,0513833;0;-0,326530612;-0,797979798;0,261708763;0,837702211;-0,318702721;0,026170876;0,410300833;0,218235855;True;True;0,82985007
15984;55;1;36;0;0;21.08.2011 14:32;0;31.08.2011 12:11;0;29.09.2011 19:30;0;648,78;0;383,4;0;243,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;False;True;False
12921;57;1;37;0;0;14.09.2011 12:50;01.09.2011 13:43;16.09.2011 15:09;13.09.2011 13:43;24.10.2011 12:36;25.09.2011 13:43;763,05;886,2328582;549,46;899,449121;1328,07;869,1153959;0;0;-28;-272,6871418;-413,060879;-458,9546041;0;0;-0,7;-0,235294189;-0,314710653;-0,345580131;0,023529419;0,031471065;0,027500242;True;True;0,734558013
14543;58;1;38;0;0;23.08.2011 12:26;22.08.2011 13:47;27.09.2011 10:26;26.09.2011 13:47;0;30.09.2011 13:47;300,9;486,5513745;36,65;480,0697789;0;467,8519277;0;0;0;185,6513745;443,4197789;0;0;0;0;0,616986954;12,09876614;0;0,061698695;1,209876614;0,635787655;True;False;False
18037;60;1;39;0;0;28.04.2011 16:23;27.04.2011 13:48;08.07.2011 13:39;12.07.2011 13:48;0;11.09.2011 13:48;15,27;13,06714563;9,2;13,04612207;0;12,79784825;-1;5;0;-2,202854371;3,846122069;0;-0,090909091;0,071428571;0;-0,144260273;0,418056747;0;0,105335118;0,113234246;0,109284682;True;False;False
15380;62;1;40;0;0;21.07.2011 16:33;11.02.2011 13:50;14.09.2011 15:41;14.09.2011 13:50;24.10.2011 10:30;25.11.2011 13:50;352,46;253,774217;422;271,2040079;300,4;285,6887232;-160;0;33;-98,68578298;-150,7959921;-14,71127679;-0,714285714;0;0,846153846;-0,27999144;-0,357336474;-0,048972293;0,742284858;0,035733647;0,389009253;False;True;0,851051075
13110;63;1;41;0;0;27.03.2011 16:08;29.03.2011 14:14;25.07.2011 16:18;16.04.2011 14:14;17.10.2011 15:28;04.12.2011 14:14;192,34;285,0818316;309,75;280,2636325;204,7;279,9581749;2;-100;48;92,7418316;-29,48636752;75,25817493;0,076923077;-0,833333333;0,571428571;0,482176519;-0,095194084;0,367651074;0,125140729;0,842852742;0,483996735;False;True;0,608193679
12836;64;1;42;0;0;04.05.2011 15:08;04.05.2011 14:19;25.07.2011 15:22;23.07.2011 14:19;11.10.2011 15:10;29.09.2011 14:19;814,71;438,7618078;451,13;467,2873449;497,83;466,0506636;0;-2;-12;-375,9481922;16,1573449;-31,77933638;0;-0,024390244;-0,153846154;-0,461450322;0,035815275;-0,06383572;0,046145032;0,027971771;0,037058402;True;True;0,160229726
15005;65;1;43;0;0;15.09.2011 11:57;13.09.2011 14:19;22.09.2011 12:41;26.09.2011 14:19;07.10.2011 12:28;01.10.2011 14:19;261,15;239,3608847;165,14;245,8796589;160,9;249,5703679;-1;5;-5;-21,78911531;80,7396589;88,67036791;-0,1;0,714285714;-0,333333333;-0,083435249;0,488916428;0,551089919;0,108343525;0,763177357;0,435760441;True;True;0,388442325
12758;67;1;44;0;0;08.03.2011 12:05;05.11.2010 14:40;15.08.2011 10:22;14.08.2011 14:40;0;22.10.2011 14:40;1570,19;1430,719588;1221,4;1438,753857;0;1423,705844;-122;0;0;-139,4704124;217,3538565;0;-0,666666667;0;0;-0,088823908;0,177954689;0;0,675549057;0,017795469;0,346672263;True;False;False
17961;68;1;45;0;0;15.09.2011 10:02;08.08.2011 14:48;19.09.2011 9:20;02.10.2011 14:48;30.09.2011 12:12;19.09.2011 14:48;74,56;50,90494171;4,86;49,81632112;3,25;48,89372941;-34;14;-10;-31,25505829;44,95632112;45,64372941;-0,894736842;2;-0,909090909;-0,38041697;9,250271835;14,04422443;0,932778539;2,925027183;1,928902861;True;True;2,313513352
15601;69;1;46;0;0;09.08.2011 9:26;08.08.2011 14:53;11.09.2011 15:20;11.09.2011 14:53;14.10.2011 13:35;26.09.2011 14:53;462,06;616,7903257;231,56;608,1885374;781,14;604,1304159;0;0;-17;154,7303257;376,6285374;-177,0095841;0;0;-0,53125;0,334870635;1,626483578;-0,226604174;0,033487064;0,162648358;0,098067711;True;True;0,553910417
13381;72;1;47;0;0;18.08.2011 13:47;24.08.2011 15:19;11.09.2011 15:35;16.09.2011 15:19;0;01.10.2011 15:19;680,24;702,4985666;520,9;705,7378296;0;700,0248302;7;5;0;22,25856658;184,8378296;0;0,205882353;0,2;0;0,032721637;0,354843213;0;0,209154517;0,235484321;0,222319419;True;False;False
17243;74;1;48;0;0;08.09.2011 12:44;04.09.2011 15:36;22.09.2011 12:34;29.09.2011 15:36;20.10.2011 12:21;01.10.2011 15:36;423,09;325,6717814;248,7;314,5525196;414,21;330,3976343;-3;8;-18;-97,41821863;65,85251962;-83,8123657;-0,142857143;0,571428571;-0,642857143;-0,230254127;0,264786971;-0,20234269;0,165882556;0,597907269;0,381894912;True;True;0,663091412
17345;76;1;49;0;0;27.05.2011 12:26;26.05.2011 16:17;07.09.2011 14:09;24.07.2011 16:17;0;16.12.2011 16:17;125,38;268,0388079;155,8;238,620447;0;224,0965612;0;-44;0;142,6588079;82,82044702;0;0;-0,427184466;0;1,137811516;0,531581817;0;0,113781152;0,480342648;0,2970619;False;False;False
13819;77;1;50;0;0;03.02.2011 14:01;20.02.2011 16:18;11.02.2011 10:38;12.02.2011 16:18;0;22.02.2011 16:18;307;466,9653437;425,05;442,3788844;0;439,736845;18;2;0;159,9653437;17,32888441;0;1,8;0,25;0;0,521059751;0,040769049;0;1,852105975;0,254076905;1,05309144;True;False;False
15808;78;1;51;0;0;04.01.2011 16:41;07.01.2011 16:30;06.02.2011 14:33;23.01.2011 16:30;0;08.03.2011 16:30;733,92;801,622997;735,9;835,0961869;0;829,4851065;3;-13;0;67,70299701;99,19618689;0;0,130434783;-0,40625;0;0,09224847;0,134795742;0;0,13965963;0,419729574;0,279694602;False;False;False
17191;79;1;52;0;0;01.06.2011 12:13;31.05.2011 16:34;06.09.2011 12:15;05.09.2011 16:34;0;29.11.2011 16:34;354,82;339,844912;385,81;340,6872719;0;341,2651115;0;0;0;-14,97508804;-45,12272807;0;0;0;0;-0,042204746;-0,116955828;0;0,004220475;0,011695583;0,007958029;False;False;False
13748;80;1;53;0;0;21.04.2011 14:30;24.04.2011 9:10;05.09.2011 9:45;19.06.2011 9:10;0;25.09.2011 9:10;147,45;265,7005315;367,4;258,4210898;0;283,4268425;3;-78;0;118,2505315;-108,9789102;0;0,214285714;-0,569343066;0;0,801970373;-0,296621966;0;0,294482752;0,599005262;0,446744007;True;False;False
15750;82;1;54;0;0;22.06.2011 12:16;21.06.2011 17:19;28.09.2011 13:00;04.10.2011 17:19;0;07.12.2011 17:19;497,26;378,9429056;507,29;387,3566066;0;401,1401075;0;7;0;-118,3170944;-119,9333934;0;0;0,071428571;0;-0,237938089;-0,236419786;0;0,023793809;0,09507055;0,05943218;False;False;False
17428;83;1;55;0;0;21.08.2011 12:37;18.09.2011 17:28;15.09.2011 15:21;29.08.2011 17:28;06.10.2011 13:26;;377,25;927,084667;4090,28;909,5387357;557,5;;29;-16;;549,834667;-3180,741264;;1,8125;-0,64;;1,457480893;-0,777634114;;1,958248089;0,717763411;1,33800575;False;True;
13648;88;1;56;0;0;28.10.2010 9:12;18.01.2011 18:13;04.11.2010 14:46;04.12.2010 18:13;0;05.11.2010 18:13;310,95;349,6131975;48,85;343,1247432;0;293,7888589;83;31;0;38,66319752;294,2747432;0;1,296875;4,428571429;0;0,124338953;6,024047967;0;1,309308895;5,030976225;3,17014256;True;False;False
16701;90;1;57;0;0;11.07.2011 13:05;09.07.2011 19:19;02.08.2011 12:11;21.08.2011 19:19;17.10.2011 9:57;16.08.2011 19:19;1102,61;354,0519167;376,02;383,1416085;720,56;404,0446681;-1;20;-61;-748,5580833;7,121608458;-316,5153319;-0,045454545;0,909090909;-0,802631579;-0,678896512;0,018939441;-0,439262979;0,113344197;0,910984853;0,512164525;True;True;0,846557877
14135;93;1;58;0;0;26.08.2011 14:44;18.06.2011 8:58;25.09.2011 11:36;11.10.2011 8:58;0;14.10.2011 8:58;748,86;386,9814035;324;395,2574637;0;403,5035568;-69;16;0;-361,8785965;71,25746372;0;-0,851851852;0,533333333;0;-0,483239319;0,219930444;0;0,900175784;0,555326378;0,727751081;True;False;False
15602;95;1;59;0;0;31.01.2011 14:13;31.01.2011 9:35;23.05.2011 12:35;23.05.2011 9:35;30.09.2011 9:38;11.07.2011 9:35;192,2;202,0879497;138,2;201,6832057;402,24;195,3983591;0;0;-81;9,88794971;63,48320566;-206,8416409;0;0;-0,623076923;0,051446148;0,459357494;-0,514224445;0,005144615;0,045935749;0,025540182;True;True;0,674499368
13777;96;1;60;0;0;19.09.2011 13:45;02.08.2011 9:47;22.09.2011 15:57;16.09.2011 9:47;13.10.2011 10:23;26.09.2011 9:47;313,28;927,1663628;347,98;968,2206614;3953,35;924,3812292;0;-3;-17;600,9463628;306,9606614;-3028,968771;0;-0,0625;-0,708333333;1,842150582;0,4642057;-0,766177741;0,184215058;0,10892057;0,146567814;True;True;0,784951107
16823;98;1;61;0;0;17.11.2010 16:46;17.11.2010 9:57;26.04.2011 15:00;14.12.2010 9:57;0;13.09.2011 9:57;299,82;313,3214247;358,38;319,5058449;0;320,272354;0;-133;0;13,50142471;-38,87415508;0;0;-0,83125;0;0,045031768;-0,108471888;0;0,004503177;0,842097189;0,423300183;True;False;False
16163;99;1;62;0;0;09.12.2010 16:28;10.12.2010 10:00;21.04.2011 15:15;22.04.2011 10:00;0;;441,6;385,6048901;415;395,4931022;0;;1;1;0;-55,99510991;-19,50689779;0;0,019230769;0,007518797;0;-0,126800521;-0,047004573;0;0,031910821;0,012219254;0,022065038;False;False;False
15759;101;1;63;0;0;16.02.2011 11:58;16.02.2011 10:08;05.05.2011 15:13;01.05.2011 10:08;0;28.06.2011 10:08;87,8;135,1657434;68;127,310849;0;118,6071834;0;-4;0;47,3657434;59,310849;0;0;-0,051282051;0;0,53947316;0,872218368;0;0,053947316;0,138503888;0,096225602;True;False;False
16131;102;1;64;0;0;16.05.2011 16:44;05.06.2011 10:09;16.08.2011 12:29;05.07.2011 10:09;19.10.2011 11:53;23.09.2011 10:09;608,16;1499,338436;613,98;1360,312484;1228,04;1256,665341;20;-42;-26;891,1784358;746,332484;28,62534118;0,606060606;-0,456521739;-0,40625;1,465368383;1,215564813;0,023309779;0,752597444;0,57807822;0,665337832;True;True;0,408580978
14560;103;1;65;0;0;02.09.2011 15:50;23.08.2011 10:15;06.09.2011 10:27;05.09.2011 10:15;07.10.2011 12:14;21.09.2011 10:15;50,4;182,9077079;100,8;176,8679427;264,62;178,3039697;1;3;-16;91,70770785;25,66794267;-86,31603027;0,04;0,272727273;-0,457142857;1,005566972;0,169761526;-0,326188611;0,140556697;0,289703425;0,215130061;True;True;0,489761718
16202;106;1;66;0;0;18.10.2010 14:10;03.11.2010 10:48;14.12.2010 10:43;13.12.2010 10:48;0;05.04.2011 10:48;302,68;369,8793695;365,27;349,8209218;0;353,4418742;16;0;0;67,19936954;-15,44907816;0;0,842105263;0;0;0,222014568;-0,042294955;0;0,86430672;0,004229495;0,434268108;True;False;False
16700;107;1;67;0;0;10.08.2011 9:52;09.08.2011 10:51;20.09.2011 9:31;04.09.2011 10:51;0;18.10.2011 10:51;307,22;415,4468686;327,67;413,6695493;0;406,0350893;0;-15;0;108,2268686;85,99954927;0;0;-0,365853659;0;0,35227807;0,262457806;0;0,035227807;0,392099439;0,213663623;True;False;False
17511;108;1;68;0;0;21.09.2011 11:30;21.09.2011 10:52;27.09.2011 11:53;10.10.2011 10:52;05.10.2011 10:11;29.09.2011 10:52;4463,08;3378,568857;566,56;3354,420837;3855,84;3350,873371;0;13;-5;-1084,511143;2787,860837;-504,9666294;0;2,166666667;-0,714285714;-0,242996124;4,920680664;-0,13096151;0,024299612;2,658734733;1,341517173;True;True;0,727381865
14299;109;1;69;0;0;24.08.2011 11:54;15.02.2011 10:58;22.09.2011 12:06;22.09.2011 10:58;12.10.2011 12:58;20.10.2011 10:58;871,2;595,67968;406,35;609,8071163;307,06;620,2260353;-190;0;8;-275,52032;203,4571163;313,1660353;-0,900473934;0;0,4;-0,316253811;0,500694269;1,019885479;0,932099315;0,050069427;0,491084371;True;True;0,501988548
17949;110;1;70;0;0;01.09.2011 11:56;27.08.2011 11:07;07.09.2011 14:30;07.09.2011 11:07;30.09.2011 11:56;09.09.2011 11:07;2349,36;2241,744822;534,24;2108,372275;4488;2242,441399;-3;0;-21;-447,6151777;1574,132275;-2245,558601;-0,75;0;-0,913043478;-0,166439293;2,946488985;-0,500347282;0,766643929;0,294648899;0,530646414;True;True;0,963078206
16550;112;1;71;0;0;28.06.2011 15:31;05.07.2011 11:24;23.08.2011 11:12;21.08.2011 11:24;0;16.11.2011 11:24;345,92;488,827479;526,72;479,9521772;0;484,294462;7;-1;0;142,907479;-46,76782279;0;0,333333333;-0,018181818;0;0,413122916;-0,088790672;0;0,374645625;0,027060885;0,200853255;False;False;False
12980;113;1;72;0;0;16.06.2011 10:09;22.06.2011 11:26;05.07.2011 9:34;04.07.2011 11:26;0;19.07.2011 11:26;1077,12;748,7514676;838,8;786,2529512;0;758,8677557;7;0;0;-328,3685324;-52,54704875;0;0,636363636;0;0;-0,304857892;-0,062645504;0;0,666849426;0,00626455;0,336556988;True;False;False
15353;115;1;73;0;0;07.12.2010 11:49;12.12.2010 11:33;30.03.2011 12:15;01.02.2011 11:33;0;30.04.2011 11:33;311,65;399,0457145;458,47;389,2018989;0;397,4965398;5;-57;0;87,39571453;-69,26810112;0;0,263157895;-0,504424779;0;0,280429054;-0,151085352;0;0,2912008;0,519533314;0,405367057;True;False;False
